Nom,totalScore,Latitude,Longitude,Rue,postalCode,reviewsCount
Almanqal Mediterranean Grill,4.5,47.6614993,-122.3369791,"1712 N 45th St, Seattle, WA 98103",98103,431
Brasserie Le Manoir Pointe-Claire,3.8,45.458708,-73.8228557,"600 Boul. Saint-Jean, Pointe-Claire, QC H9R 3J9, Canada",H9R 3J9,1533
Gyro Stop,4.2,47.789769,-122.217494,"22833 Bothell Everett Hwy # 10, Bothell, WA 98021",98021,284
Taki's Mad Greek,4.4,47.6904523,-122.3757002,"1471 NW 85th St, Seattle, WA 98117",98117,395
Zeitoon Grill House,4.2,47.6761722,-122.2084722,"21 Central Way, Kirkland, WA 98033",98033,726
Greek Pita,4.2,47.7613749,-122.1759961,"18404 120th Ave NE, Bothell, WA 98011",98011,264
Mykonos Greek Grill,4.6,47.680505,-122.3253237,"310 NE 72nd St, Seattle, WA 98115",98115,425
Niko's Gyros Magnolia,4.6,47.6392168,-122.3985993,"2231 32nd Ave W, Seattle, WA 98199",98199,447
Acropolis Pizza & Pasta - Kirkland,4.6,47.6791373,-122.1985533,"500 Central Way, Kirkland, WA 98033",98033,813
Shawarmaniac Mediterranean Grill,4.3,47.7033028,-122.1752211,"11510 124th Ave NE, Kirkland, WA 98033",98033,935
BiBi Mediterranean Inspired Food and Specialties,4.4,47.6669918,-122.1972792,"10724 NE 68th St, Kirkland, WA 98033",98033,215
Alanya Cafe,4.6,47.6756221,-122.2067827,"1 Lake St S, Kirkland, WA 98033",98033,367
SUPER GYROS,4.7,47.711799,-122.185913,"12412 116th Ave NE, Kirkland, WA 98034",98034,357
George's,4.3,47.6756434,-122.2060673,"108 Kirkland Ave, Kirkland, WA 98033",98033,1016
Mediterranean Kitchen,4.4,47.7115697,-122.1884895,"11412 NE 124th St, Kirkland, WA 98034",98034,836
Gyro World,4.3,47.7215644,-122.208362,"13501 100th Ave NE, Kirkland, WA 98034",98034,242
Bella Balducci's Mediterranean Cuisine,4.6,47.7064573,-122.2097767,"11834 98th Ave NE, Kirkland, WA 98034",98034,546
Jasmine Kitchen,4.4,47.7046603,-122.1763236,"11613 124th Ave NE # F, Kirkland, WA 98034",98034,506
Padria Mediterranean Cafe,4.6,47.7066278,-122.2123712,"9708 NE 119th Way, Kirkland, WA 98034",98034,498
Santorini Greek Grill,4.6,47.6766014,-122.2080154,"106 Central Way, Kirkland, WA 98033",98033,439
Elixor,4.2,45.4828016,-73.7935806,"3237 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z6, Canada             3237 Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z6",H9B 1Z6,921
Marquis Bar & Grill,3.8,45.4613113,-73.8266237,"6700 Trans-Canada Hwy, Pointe-Claire, Quebec H9R 1C2, Canada             6700 Route Transcanadienne, Pointe-Claire, QC H9R 1C2",H9R 1C2,37
Pizza Spano,4.5,45.4908379,-73.7770956,"1360 Sunnybrooke Blvd, Dollard-Des Ormeaux, Quebec H9B 2W5, Canada             1360 Bd Sunnybrooke, Dollard-des-Ormeaux, QC H9B 2W5",H9B 2W5,566
Arena Pizza Pointe-Claire,4.1,45.448081,-73.8036885,"88 Av. Ashgrove, Pointe-Claire, QC H9R 3N4, Canada",H9R 3N4,68
Tanoura Restaurant,4.2,45.4800119,-73.8425552,"4230 Boul. Saint-Jean, Dollard-des-Ormeaux, QC H9H 3X4, Canada",H9H 3X4,145
Copper Branch,4.2,45.4683841,-73.828962,"301 Brunswick Blvd, Pointe-Claire, Quebec H9R 4Y2, Canada             301 Bd Brunswick, Pointe-Claire, QC H9R 4Y2",H9R 4Y2,603
Amir Saint Jean (Pointe Claire),4.1,45.4697036,-73.8323211,"1000 Boul. Saint-Jean #10, Pointe-Claire, QC H9R 5P1, Canada",H9R 5P1,290
Boustan Fairview,3.3,45.4642697,-73.831483,"6801 Route Transcanadienne Unit FC10, Pointe-Claire, Quebec H9R 5J2, Canada",H9R 5J2,27
Velos Pizzeria Brochetterie,3.8,45.4504596,-73.7891812,"83 Ave Donegani, Pointe-Claire, Quebec H9R 2W1, Canada",H9R 2W1,40
Grill Sélect,4.4,45.4456429,-73.853089,"2756 Saint-Charles Blvd, Kirkland, Quebec H9H 3B6, Canada             2756 Bd Saint-Charles, Kirkland, QC H9H 3B6",H9H 3B6,536
The Real Greek - Windsor,4.2,51.4844998,-0.6083151,"2 River St, Windsor SL4 1QT, United Kingdom",SL4 1QT,1219
Parea Artisan Cafe & Delisserie,5,51.5599179,-0.709672,"The Arcade, High St, Cookham, Maidenhead SL6 9TA, United Kingdom",SL6 9TA,40
Chanak Restaurant - Bourne End,4.4,51.5792934,-0.7124216,"66-72 The Parade, Wooburn Green, Bourne End SL8 5SB, United Kingdom",SL8 5SB,494
Historia Meze grill,4.6,51.6312392,-0.7538888,"40 Oxford St, High Wycombe HP11 2DJ, United Kingdom",HP11 2DJ,347
Due Forni,4.7,51.6011172,-0.6361375,"Due Forni, 11 Windsor End, Beaconsfield HP9 2JJ, United Kingdom",HP9 2JJ,15
The Swan,4.3,51.602092,-0.633376,"White Swan, 60 London End, Beaconsfield HP9 2JD, United Kingdom",HP9 2JD,506
Royal Saracens Head,4.2,51.6016353,-0.6362729,"Buckinghamshire, 6-8 London End, Beaconsfield HP9 2JH, United Kingdom",HP9 2JH,1320
The Old Bengal Restaurant,4.2,51.6012841,-0.6403419,"15 Wycombe End, Beaconsfield HP9 1LZ, United Kingdom",HP9 1LZ,185
Olivia's Greek Food,4.4,51.7315803,-1.2153176,"27 Upper Barr, Oxford OX4 3UX, United Kingdom",OX4 3UX,118
Olive Garden restaurant Dunstable,4.5,51.8852359,-0.5243814,"52-54 West St, Dunstable LU6 1TA, United Kingdom",LU6 1TA,151
@homePizza,4.6,51.6020071,-0.6366568,"3 London End, Beaconsfield HP9 2HN, United Kingdom",HP9 2HN,40
The Hope & Champion - JD Wetherspoon,4,51.5878729,-0.6273939,"1A Windsor Road, Beaconsfield HP9 2SE, United Kingdom",HP9 2SE,1178
Seven By Allan,4.7,51.6783367,-0.6052455,"94 Sycamore Rd, Amersham HP6 5EN, United Kingdom",HP6 5EN,79
Acropolis Greek Taverna,4.5,51.7604938,-1.2092679,"146 London Rd, Headington, Oxford OX3 9ED, United Kingdom",OX3 9ED,493
Revolution Beaconsfield,3.8,51.6104777,-0.6435047,"Maxwell Rd, Beaconsfield HP9 1QX, United Kingdom",HP9 1QX,447
Pizza Express,3.7,51.5879418,-0.6280344,"Unit 11 M40 J2, Extra Services A355, Windsor End, Beaconsfield HP9 2SE, United Kingdom",HP9 2SE,123
Sajna Indian Cuisine,3.8,51.6100834,-0.6454262,"Burkes Court, Station Rd, Beaconsfield HP9 1QR, United Kingdom",HP9 1QR,82
Pizza Express,4.2,51.6016981,-0.6359138,"14 London End, Beaconsfield HP9 2JH, United Kingdom",HP9 2JH,217
Spice Merchant,4,51.6021691,-0.6344643,"33 London End, Beaconsfield HP9 2HW, United Kingdom",HP9 2HW,232
Mediterranean Kebab House,4.5,51.8200667,-0.8069239,"175 Cambridge St, Aylesbury HP20 1BQ, United Kingdom",HP20 1BQ,304
Nando's Beaconsfield Services,4.3,51.587694,-0.627746,"Unit LP4, A355, Beaconsfield HP9 2SE, United Kingdom",HP9 2SE,943
The Greyhound Pub & Dining,4.9,51.600314,-0.635732,"33 Windsor End, Beaconsfield HP9 2JN, United Kingdom",HP9 2JN,188
Giggling Squid - Beaconsfield,4.4,51.6017413,-0.6351101,"22 London End, Beaconsfield HP9 2JH, United Kingdom",HP9 2JH,698
Angel of Mercia,4.9,51.6105467,-0.6467832,"28-30 Gregories Rd, Beaconsfield HP9 1HQ, United Kingdom",HP9 1HQ,53
Fego Restaurant Beaconsfield,4.5,51.6117062,-0.6471516,"2 Station Rd, Beaconsfield HP9 2PB, United Kingdom",HP9 2PB,450
Bar Meze,4.3,51.754805,-0.337159,"8 Adelaide St, St Albans AL3 5BH, United Kingdom",AL3 5BH,617
Souvlaki City,4.5,51.7520619,-0.3114638,"203 Hatfield Rd, St Albans AL1 4SY, United Kingdom",AL1 4SY,467
"Ego at The Pomeroy, Amersham",4.4,51.6703326,-0.5833609,"131 White Lion Rd, Amersham HP7 9JY, United Kingdom",HP7 9JY,249
Prime Steak & Grill,4.5,51.6103193,-0.6442516,"180-182 Maxwell Rd, Beaconsfield HP9 1QX, United Kingdom",HP9 1QX,710
1269,3.9,51.5954196,-0.5973861,"Oxford Rd, Beaconsfield HP9 2XE, United Kingdom",,20
Achimi Japanese Beaconsfield,4.4,51.6020591,-0.6337649,"54 London End, Beaconsfield HP9 2JH, United Kingdom",HP9 2JH,285
Prelibato,4.4,51.6010872,-0.6361181,"11 Windsor End, Beaconsfield HP9 2JJ, United Kingdom",HP9 2JJ,84
Bacchus,4.3,51.6127594,-0.6471564,"3 Warwick Rd, Beaconsfield HP9 2PE, United Kingdom",HP9 2PE,109
Jampee Thai Restaurant,4.5,51.6126607,-0.6463922,"8 Warwick Rd, Beaconsfield HP9 2PE, United Kingdom",HP9 2PE,105
Riwaz by Atul Kochhar,4.2,51.6027904,-0.6381184,"41 Aylesbury End, Beaconsfield HP9 1LU, United Kingdom",HP9 1LU,72
The Cape,4.6,51.6107778,-0.64615,"6 Burkes Rd, Station Rd, Beaconsfield HP9 1NN, United Kingdom",HP9 1NN,127
Ayos Restaurant,4.5,51.7506965,-0.328783,"2 Beaconsfield Rd, St Albans AL1 3RD, United Kingdom",AL1 3RD,543
The Olive Tree,4.6,51.761594,-0.567898,"270 High St, Berkhamsted HP4 1AQ, United Kingdom",HP4 1AQ,536
The Beech House,4.2,51.6129563,-0.6477897,"17 Penn Rd, Beaconsfield HP9 2PN, United Kingdom",HP9 2PN,879
Santorini,4.4,51.6514849,-0.713433,"2A Market Parade, Hazlemere, High Wycombe HP15 7LQ, United Kingdom",HP15 7LQ,66
Tarrus,4.3,51.6100393,-0.6453958,"1-2, Burkes Court, Station Rd, Beaconsfield HP9 1NZ, United Kingdom",HP9 1NZ,130
Tim Hortons,3.7,45.471171,-73.6477572,"6500 Côte Saint Luc Rd, Montreal, Quebec H4V 1G2, Canada             6500 Chem. de la Côte St Luc, Montréal, QC H4V 1G2",H4V 1G2,322
Westminster Gourmet,4.5,45.4586399,-73.660976,"5458 Av. Westminster, Côte Saint-Luc, QC H4X 2A5, Canada",H4X 2A5,36
Boucherie Eden MK GLATT KOSHER & KSR GLATT KOSHER,4.6,45.4598443,-73.6625578,"5525 Av. Westminster, Côte Saint-Luc, QC H4W 2J2, Canada",H4W 2J2,42
Nikkei MTL,4.5,45.5350663,-73.58255,"1577 Laurier Ave E, Montreal, Quebec H2J 1J1, Canada             1577 Avenue Laurier E, Montréal, QC H2J 1J1",H2J 1J1,299
Snowdon Deli,4.6,45.4852905,-73.6317285,"5265 Decarie Blvd, Montreal, Quebec H3W 3C2, Canada             5265 Bd Décarie, Montréal, QC H3W 3C2",H3W 3C2,1104
Carveli Restaurant,4.1,45.467945,-73.651252,"6860 Côte Saint Luc Rd, Montreal, Quebec H4V 1H5, Canada             6860 Chem. de la Côte St Luc, Montréal, QC H4V 1H5",H4V 1H5,109
Côte-Saint-Luc / Randall,,45.472858,-73.6463235,"Montréal, QC, Canada",,0
Café Bistro Aux Croutons Grillés,4.5,45.3307441,-73.2680292,"870 Bd du Séminaire N #100, Saint-Jean-sur-Richelieu, QC J3A 1B5, Canada",J3A 1B5,216
Bâton Rouge Grillhouse & Bar,4,45.482956,-73.465853,"4890 Taschereau Blvd, Greenfield Park, Quebec J4V 2J2, Canada             4890 Bd Taschereau, Greenfield Park, QC J4V 2J2",J4V 2J2,1029
Adonis,3.7,45.4993756,-73.7071003,"3100 Boulevard Thimens, Saint-Laurent, Quebec H4R 0C9, Canada             3100 Bd Thimens, Saint-Laurent, QC H4R 0C9",H4R 0C9,694
Benny&Co,4,45.3508312,-73.2928917,"9 Rue Moreau, Saint-Jean-sur-Richelieu, QC J2W 1H9, Canada",J2W 1H9,573
Charbon kabab cuisine libanaise,4.6,45.3373478,-73.267678,"1025 Bd du Séminaire N, Saint-Jean-sur-Richelieu, QC J3A 1R7, Canada",J3A 1R7,163
Oeuf Plus,4.3,45.3332671,-73.2673101,"941 Bd du Séminaire N, Saint-Jean-sur-Richelieu, QC J3A 1B6, Canada",J3A 1B6,699
Côte-Saint-Luc / Randall,5,45.473036,-73.646255,"Côte Saint-Luc, QC H4V 2V7, Canada",,1
Chocobake,5,45.4615069,-73.6697702,"1 Ave Sidney-Shoham, Côte Saint-Luc, Quebec H4W 0B9, Canada",H4W 0B9,5
Solly's,,45.4638631,-73.6743634,"5800 Av. Westminster, Côte Saint-Luc, QC H4W 2J8, Canada",H4W 2J8,0
McDonald's,3.1,45.4607739,-73.562746,"4300 Bd LaSalle, Verdun, QC H4G 2A8, Canada",H4G 2A8,3450
Côte St-Luc Shopping Centre,3.8,45.4658403,-73.6549609,"7155 Côte Saint Luc Rd, Côte Saint-Luc, Quebec H4V 1J2, Canada             7155 Chem. de la Côte St Luc, Côte Saint-Luc, QC H4V 1J2",H4V 1J2,1203
Maxies Gourmet,4,45.4760695,-73.665392,"5800 Cavendish Blvd, Côte Saint-Luc, Quebec H4W 2T5, Canada             5800 Boul Cavendish, Côte Saint-Luc, QC H4W 2T5",H4W 2T5,25
Natalino Restaurant,4.4,45.4409719,-73.7291284,"365 Chem. du Bord-du-Lac-Lakeshore, Dorval, QC H9S 2A5, Canada",H9S 2A5,485
Caldwell Provisions Inc,3,45.4700829,-73.6657724,"7025 Kildare Rd, Côte Saint-Luc, Quebec H4W 1C1, Canada             7025 Chem. Kildare, Côte Saint-Luc, QC H4W 1C1",H4W 1C1,27
Dumpling Shop,4,45.4746153,-73.6233327,"5674 Monkland Ave, Montreal, Quebec H4A 1E4, Canada             5674 Av de Monkland, Montréal, QC H4A 1E4",H4A 1E4,145
Quartier Cavendish Mall,3.7,45.4758064,-73.6661045,"5800 Cavendish Blvd, Côte Saint-Luc, Quebec H4W 2T5, Canada             5800 Boul Cavendish, Côte Saint-Luc, QC H4W 2T5",H4W 2T5,1235
Tasty Food Pizza,3.8,45.4911718,-73.6470118,"6660 Decarie Blvd, Montreal, Quebec H3X 2K4, Canada             6660 Bd Décarie, Montréal, QC H3X 2K4",H3X 2K4,255
Chicago Pizza,3.8,45.453015,-73.646031,"54 Westminster Ave N, Montreal West, Quebec H4X 1Z2, Canada             54 Avenue Westminster N, Montréal-Ouest, QC H4X 1Z2",H4X 1Z2,154
Burger de Ville,4.3,45.5243972,-73.5960833,"5282 St Laurent Blvd, Montreal, Quebec H2T 1S5, Canada             5282 Boul. Saint-Laurent, Montréal, QC H2T 1S5",H2T 1S5,1111
Al Dente Trattoria,4,45.4735942,-73.6243961,"5768 Monkland Ave, Montreal, Quebec H4A 1E9, Canada             5768 Av de Monkland, Montréal, QC H4A 1E9",H4A 1E9,328
Patisserie Sfingy's,4.4,45.4758369,-73.6662946,"5800 Cavendish Blvd E-09, Côte Saint-Luc, Quebec H4W 2T5, Canada",H4W 2T5,20
Burger de Ville,4.4,45.4533602,-73.6459107,"59 Westminster Ave N, Montreal West, Quebec H4X 1Y8, Canada             59 Avenue Westminster N, Montréal-Ouest, QC H4X 1Y8",H4X 1Y8,945
M.T.L. Bagel,4.7,45.4584742,-73.6608543,"5452 Av. Westminster, Côte Saint-Luc, QC H4X 2A5, Canada",H4X 2A5,411
Presse Café,3.8,45.4909446,-73.6507432,"Decarie Square, 6900 Bd Décarie local 118 B, Côte Saint-Luc, QC H3X 2T8, Canada",H3X 2T8,16
Coronet Pizza,4.6,45.5196677,-73.697455,"1671 Rue Poirier, Saint-Laurent, QC H4L 1J2, Canada",H4L 1J2,207
Île Flottante,4.8,45.5236481,-73.6007244,"176 Saint Viateur West Street, QC 2L3, Rue Saint- Viateur O, Montreal, Quebec H2T 2L3, Canada",H2T 2L3,569
Taormina lounge,4.5,45.4343279,-73.6867122,"2530 Bd Saint-Joseph, Lachine, QC H8S 2N9, Canada",H8S 2N9,484
Amir,3.3,45.465469,-73.6264429,"6365 Sherbrooke St W, Montreal, Quebec H4B 1N1, Canada             6365 Rue Sherbrooke O, Montréal, QC H4B 1N1",H4B 1N1,317
Tuck Shop,4.7,45.473004,-73.5883846,"4662 Notre-Dame St W, Montreal, Quebec H4C 1S6, Canada",H4C 1S6,558
Patati Patata Friterie de Luxe,4.4,45.5180533,-73.5814759,"4177 St Laurent Blvd, Montreal, Quebec H2W 1Y7, Canada             4177 Boul. Saint-Laurent, Montréal, QC H2W 1Y7",H2W 1Y7,1984
Atlas Pizza ndg,3.5,45.4673173,-73.6390258,"6555 Somerled Ave, Montreal, Quebec H4V 1S9, Canada             6555 Av. Somerled, Montréal, QC H4V 1S9",H4V 1S9,278
Le Lotus Bleu,4.3,45.5076999,-73.5592908,"988 St Laurent Blvd, Montreal, Quebec H2Z 9Y9, Canada             988 Boul. Saint-Laurent, Montréal, QC H2Z 9Y9",H2Z 9Y9,426
Le Steakhouse Rib N Reef,4.2,45.4987549,-73.6589726,"8105 Decarie Blvd, Montreal, Quebec H4P 2H5, Canada             8105 Bd Décarie, Montréal, QC H4P 2H5",H4P 2H5,1312
Mmmuffins,4.3,45.4658367,-73.6555064,"7053 Côte Saint Luc Rd, Côte Saint-Luc, Quebec H4V 1J2, Canada             7053 Chem. de la Côte St Luc, Côte Saint-Luc, QC H4V 1J2",H4V 1J2,24
Chez Benny Express,4.4,45.5011138,-73.6816711,"2159 Rue Saint-Louis, Saint-Laurent, QC H4M 1P1, Canada",H4M 1P1,324
Restaurant Lou Nissart,4.6,45.5358776,-73.5088795,"260 Rue Saint-Jean, Longueuil, QC J4H 2X5, Canada",J4H 2X5,325
Amir Decarie,3.7,45.4948334,-73.65191,"5252 Rue Jean-Talon O, Montréal, QC H4P 2G8, Canada",H4P 2G8,821
Nelli Café,4,45.5041129,-73.5543519,"104 Saint-Paul St W, Montreal, Quebec H2Y 1Z3, Canada             104 Rue Saint-Paul O, Montréal, QC H2Y 1Z3",H2Y 1Z3,286
Nosherz Bakery Deli and Catering,4.3,45.4638006,-73.6743469,"5800 Av. Westminster, Côte Saint-Luc, QC H4W 2J8, Canada",H4W 2J8,61
Restaurant Au Vieux Duluth,4.2,45.338668,-73.269735,"365 Rue Normand, Saint-Jean-sur-Richelieu, QC J3A 1T6, Canada",J3A 1T6,820
Table 51 Montreal,4.4,45.4931978,-73.6571899,"5475 Rue des Jockeys, Montréal, QC H4P 2T7, Canada",H4P 2T7,439
Pizza Pita,4.3,45.4914355,-73.649005,"5345 Vézina St, Montreal, Quebec H3X 4A8, Canada             5345 Rue Vézina, Montréal, QC H3X 4A8",H3X 4A8,1226
Dunn's Famous Decarie,4.1,45.4947129,-73.6519716,"7385 Decarie Blvd, Montreal, Quebec H4P 2G8, Canada             7385 Bd Décarie, Montréal, QC H4P 2G8",H4P 2G8,1411
Pendeli's,4.1,45.5103224,-73.6741287,"1401 College St, Saint-Laurent, Quebec H4L 2L5, Canada             1401 Rue du Collège, Saint-Laurent, QC H4L 2L5",H4L 2L5,310
Bâton Rouge Grillhouse & Bar,4.1,45.494706,-73.655595,"5385 Rue des Jockeys, Montréal, QC H4P 2T8, Canada",H4P 2T8,1607
Côte St-Luc Bagel Kosher,4.6,45.4702009,-73.6660887,"5757 Av. Caldwell, Côte Saint-Luc, QC H4W 1W1, Canada",H4W 1W1,127
Souvlaki Bar - Saint-Jean-sur-Richelieu,4.4,45.3404116,-73.2872247,"1246 Rue Douglas, Saint-Jean-sur-Richelieu, QC J2W 1C7, Canada",J2W 1C7,526
Quartier-Perse,3.9,45.479166,-73.619128,"4241 Decarie Blvd, Montreal, Quebec H4A 3K4, Canada             4241 Bd Décarie, Montréal, QC H4A 3K4",H4A 3K4,561
Falafel St. Jacques,4.7,45.4434472,-73.6486742,"345 St Jacques St, Lachine, Quebec H8R 1E6, Canada             345 Rue Saint-Jacques, Lachine, QC H8R 1E6",H8R 1E6,1972
Pizza Hut Montreal,3.4,45.4703905,-73.6490258,"6600 Côte Saint Luc Rd, Montreal, Quebec H4V 1G8, Canada             6600 Chem. de la Côte St Luc, Montréal, QC H4V 1G8",H4V 1G8,177
Cremalati,5,45.4909446,-73.6507432,"6900 Bd Décarie Suite 101, Côte Saint-Luc, QC H3X 2T8, Canada",H3X 2T8,26
Subway,3.7,45.4757768,-73.6659717,"5800 Boul Cavendish E-02, Côte Saint-Luc, QC H4W 2T5, Canada",H4W 2T5,23
Terrasse Le 419 - Vieux Port,4.3,45.5080584,-73.5528046,"419 Pl. Jacques-Cartier, Montréal, QC H2Y 3B1, Canada",H2Y 3B1,443
Domino's Pizza,4,45.4789102,-73.6250406,"5488 Côte Saint Luc Rd, Montreal, Quebec H3X 2C7, Canada             5488 Chem. de la Côte St Luc, Montréal, QC H3X 2C7",H3X 2C7,427
Double 8 Sushi,4.2,45.4653833,-73.6552063,"7155 Côte Saint Luc Rd, Côte Saint-Luc, Quebec H4V 1J2, Canada             7155 Chem. de la Côte St Luc, Côte Saint-Luc, QC H4V 1J2",H4V 1J2,77
Domino's Pizza,4.1,45.4666137,-73.6555269,"7155 Côte Saint Luc Rd, Côte Saint-Luc, Quebec H4V 1J2, Canada             7155 Chem. de la Côte St Luc, Côte Saint-Luc, QC H4V 1J2",H4V 1J2,296
Subway,3.7,45.4654945,-73.6552386,"7155 Côte Saint Luc Rd, Montreal, Quebec H4V 1S2, Canada             7155 Chem. de la Côte St Luc, Montréal, QC H4V 1S2",H4V 1S2,116
Kosher Pizza Bar,4,45.4756202,-73.6657907,"5800 Cavendish Blvd, Côte Saint-Luc, Quebec H4W 2T5, Canada             5800 Boul Cavendish, Côte Saint-Luc, QC H4W 2T5",H4W 2T5,62
McDonald's,3.3,45.4662435,-73.653643,"7003 Côte Saint Luc Rd, Montreal, Quebec H4V 1J2, Canada             7003 Chem. de la Côte St Luc, Montréal, QC H4V 1J2",H4V 1J2,1267
Côte St Luc BBQ,4.3,45.4972597,-73.8114329,"4360-E Sources Blvd, Dollard-Des Ormeaux, Quebec H8Y 3B7, Canada             4360-E Bd des Sources, Dollard-des-Ormeaux, QC H8Y 3B7",H8Y 3B7,606
Côte St Luc BBQ,4.2,45.479516,-73.624371,"5403 Côte Saint Luc Rd, Montreal, Quebec H3X 2C3, Canada             5403 Chem. de la Côte St Luc, Montréal, QC H3X 2C3",H3X 2C3,458
Pendeli's Pizza,4.2,45.4785648,-73.6290139,"5599 Côte Saint Luc Rd, Montreal, Quebec H3X 2C9, Canada             5599 Chem. de la Côte St Luc, Montréal, QC H3X 2C9",H3X 2C9,475
DELI BOYZ - Kosher,4.2,45.475526,-73.6658463,"5800 Cavendish Blvd, Côte Saint-Luc, Quebec H4W 2T5, Canada             5800 Boul Cavendish, Côte Saint-Luc, QC H4W 2T5",H4W 2T5,75
Jérusalem Express,3.7,45.4754376,-73.6659217,"5800 Cavendish Blvd, Côte Saint-Luc, Quebec H4W 2T5, Canada             5800 Boul Cavendish, Côte Saint-Luc, QC H4W 2T5",H4W 2T5,49
Monkland Grill,3.9,45.4686209,-73.6378475,"6447 Somerled Ave, Montreal, Quebec H4V 1S4, Canada             6447 Av. Somerled, Montréal, QC H4V 1S4",H4V 1S4,310
Marathon Souvlaki,4.4,45.4948645,-73.6552559,"5365 Rue des Jockeys, Montréal, QC H4P 2T8, Canada",H4P 2T8,1507
